,Date,Away_Team,Home_Team,Away_Prob_Athletic,Home_Prob_Athletic,Away_Prob_538,Home_Prob_538,Home_ML,Away_ML,Home_Prob_Implied,Away_Prob_Implied,Home_KC_Athletic,Away_KC_Athletic,Home_KC_538,Away_KC_538,Home_Combined,Away_Combined,Bet_Athletic,Bet_538,Bet_Combined,Won_Athletic,Tracker_Athletic,Won_538,Tracker_538,Won_Combined,Tracker_Combined
0,2021-09-06,Mets,Nationals,0.4833,0.5167,0.51,0.49,105,-130,0.487804878,0.5652173913,0.005641428571,0,0.0004285714286,0,0.003035,0,564.1428571,42.85714286,303.5,1,100592.35,1,100045,1,100318.675
1,2021-09-06,Rays,Red Sox,0.43,0.57,0.48,0.52,-130,110,0.5652173913,0.4761904762,0.0011,0,0,0.0007272727273,0,0,110,72.72727273,0,0,100482.35,1,100125,-1,100318.675
2,2021-09-06,Tigers,Pirates,0.5148,0.4852,0.54,0.46,115,-140,0.4651162791,0.5833333333,0.003754782609,0,0,0,0,0,375.4782609,0,0,1,100914.15,-1,100125,-1,100318.675
3,2021-09-06,Phillies,Brewers,0.4897,0.5103,0.42,0.58,-150,125,0.6,0.4444444444,0,0.008146,0,0,0,0,814.6,0,0,1,101932.4,-1,100125,-1,100318.675
4,2021-09-06,Reds,Cubs,0.5636,0.4364,0.53,0.47,125,-150,0.4444444444,0.6,0,0,0.0046,0,0,0,0,460,0,-1,101932.4,1,100700,-1,100318.675
5,2021-09-06,Giants,Rockies,0.5238,0.4762,0.59,0.41,125,-155,0.4444444444,0.6078431373,0.005716,0,0,0,0,0,571.6,0,0,0,101360.8,-1,100700,-1,100318.675
6,2021-09-06,Dodgers,Cardinals,0.667,0.333,0.64,0.36,180,-225,0.3571428571,0.6923076923,0,0,0.0004444444444,0,0,0,0,44.44444444,0,-1,101360.8,0,100655.5556,-1,100318.675
7,2021-09-06,Twins,Indians,0.5452,0.4548,0.51,0.49,110,-135,0.4761904762,0.5744680851,0,0,0.002636363636,0,0,0,0,263.6363636,0,-1,101360.8,0,100391.9192,-1,100318.675
8,2021-09-06,Rangers,Angels,0.4916,0.5084,0.4,0.6,-130,110,0.5652173913,0.4761904762,0,0.002941818182,0.008,0,0,0,294.1818182,800,0,1,101684.4,0,99591.91919,-1,100318.675
9,2021-09-07,Twins,Indians,0.5046,0.4954,0.42,0.58,-140,120,0.5833333333,0.4545454545,0,0.009176666667,0,0,0,0,933.1201733,0,0,1,102803.7442,-1,99592,-1,100319
10,2021-09-07,Mets,Marlins,0.569,0.431,0.56,0.44,140,-165,0.4166666667,0.6226415094,0.002457142857,0,0.004,0,0.003228571429,0,249.8521143,398.368,323.8870571,0,102553.8921,0,99193.632,0,99995.11294
11,2021-09-07,Royals,Orioles,0.5298,0.4702,0.52,0.48,-110,-110,0.5238095238,0.5238095238,0,0.001258,0,0,0,0,127.918472,0,0,0,102425.9736,-1,99193.632,-1,99995.11294
12,2021-09-07,Blue Jays,Yankees,0.3345,0.6655,0.36,0.64,-225,180,0.6923076923,0.3571428571,0,0,0,0.0004444444444,0,0,0,44.26311111,0,-1,102425.9736,1,99273.3056,-1,99995.11294
13,2021-09-07,Rays,Red Sox,0.4206,0.5794,0.54,0.46,-115,-105,0.5348837209,0.512195122,0.009571,0,0,0.0057,0,0,973.217564,567.6744,0,0,101452.7561,1,99813.94789,-1,99995.11294
14,2021-09-07,Nationals,Braves,0.2629,0.7371,0.36,0.64,-225,180,0.6923076923,0.3571428571,0.0145575,0,0,0.0004444444444,0,0,1480.26483,44.26311111,0,1,102110.6515,0,99769.68477,-1,99995.11294
15,2021-09-07,Mariners,Astros,0.3763,0.6237,0.39,0.61,-165,140,0.6226415094,0.4166666667,0.0002805,0,0,0,0,0,28.522362,0,0,1,102127.9378,-1,99769.68477,-1,99995.11294
16,2021-09-07,Giants,Rockies,0.6126,0.3874,0.63,0.37,170,-200,0.3703703704,0.6666666667,0.002704705882,0,0,0,0,0,275.0253129,0,0,0,101852.9125,-1,99769.68477,-1,99995.11294
17,2021-09-07,Angels,Padres,0.2707,0.7293,0.36,0.64,-350,280,0.7777777778,0.2631578947,0,0.001023571429,0,0.01314285714,0,0.007083214286,104.0808371,1308.923429,710.5809739,1,102144.3388,1,103434.6704,1,101984.7397
18,2021-09-09,White Sox,Athletics,0.4053,0.5947,0.45,0.55,-140,115,0.5833333333,0.4651162791,0.002728,0,0,0,0,0,278.648832,0,0,1,102343.0349,-1,103435,-1,101985
19,2021-09-09,Twins,Indians,0.5151,0.4849,0.43,0.57,-150,125,0.6,0.4444444444,0,0.012718,0,0,0,0,1299.067392,0,0,0,101043.9675,-1,103435,-1,101985
20,2021-09-09,Mets,Marlins,0.5683,0.4317,0.58,0.42,150,-185,0.4,0.649122807,0.005283333333,0,0.003333333333,0,0.004308333333,0,539.6608,344.7833333,439.385375,1,101853.4587,1,103952.175,1,102644.0781
21,2021-09-09,Rockies,Phillies,0.3989,0.6011,0.43,0.57,-185,150,0.649122807,0.4,0,0,0,0.005,0,0,0,517.175,0,-1,101853.4587,1,104727.9375,-1,102644.0781
22,2021-09-09,Nationals,Braves,0.3967,0.6033,0.37,0.63,-225,180,0.6923076923,0.3571428571,0,0.006153333333,0,0.002,0,0.004076666667,628.52608,206.87,415.75885,0,101224.9326,0,104521.0675,0,102228.3192
23,2021-09-10,Giants,Cubs,0.5194,0.4806,0.56,0.44,155,-190,0.3921568627,0.6551724138,0.01455032258,0,0.007870967742,0,0.01121064516,0,1472.856403,822.6814194,1146.041834,0,99752.1436,0,103698.3186,0,101081.9582
24,2021-09-10,Nationals,Pirates,0.4838,0.5162,0.51,0.49,-125,105,0.5555555556,0.487804878,0,0,0,0.004333333333,0,0,0,452.9243333,0,-1,99752.1436,0,103245.3942,-1,101081.9582
25,2021-09-10,Blue Jays,Orioles,0.6599,0.3401,0.66,0.34,220,-275,0.3125,0.7333333333,0.004014545455,0,0.004,0,0.004007272727,0,406.3723636,418.084,409.6554764,1,100646.1628,1,104165.179,1,101983.2002
26,2021-09-10,Rockies,Phillies,0.4572,0.5428,0.43,0.57,-145,120,0.5918367347,0.4545454545,0,0.0004866666667,0,0,0,0,49.26283333,0,0,1,100705.2782,-1,104165.179,-1,101983.2002
27,2021-09-10,Brewers,Indians,0.5967,0.4033,0.52,0.48,120,-145,0.4545454545,0.5918367347,0,0.0011915,0.004666666667,0,0,0,120.6095875,487.7646667,0,1,100788.4572,0,103677.4144,-1,101983.2002
28,2021-09-10,Rays,Tigers,0.5551,0.4449,0.59,0.41,125,-155,0.4444444444,0.6078431373,8.20E-05,0,0,0,0,0,8.30045,0,0,1,100798.8328,-1,103677.4144,-1,101983.2002
29,2021-09-10,Marlins,Braves,0.3501,0.6499,0.39,0.61,-200,170,0.6666666667,0.3703703704,0,0,0,0.003117647059,0,0,0,325.8595882,0,-1,100798.8328,0,103351.5548,-1,101983.2002
30,2021-09-10,Red Sox,White Sox,0.4035,0.5965,0.45,0.55,-155,125,0.6078431373,0.4444444444,0,0,0,0.001,0,0,0,104.521,0,-1,100798.8328,0,103247.0338,-1,101983.2002
31,2021-09-10,Angels,Astros,0.2703,0.7297,0.4,0.6,-200,170,0.6666666667,0.3703703704,0.01891,0,0,0.004705882353,0,0,1914.16475,491.8635294,0,1,101755.9152,0,102755.1703,-1,101983.2002
32,2021-09-10,Royals,Twins,0.4834,0.5166,0.45,0.55,-135,110,0.5744680851,0.4761904762,0,0.001376363636,0,0,0,0,139.3224091,0,0,1,101909.1698,-1,102755.1703,-1,101983.2002
33,2021-09-10,Rangers,Athletics,0.3924,0.6076,0.41,0.59,-185,150,0.649122807,0.4,0,0,0,0.001666666667,0,0,0,174.2016667,0,-1,101909.1698,0,102580.9686,-1,101983.2002
34,2021-09-10,Diamondbacks,Mariners,0.4069,0.5931,0.38,0.62,-155,125,0.6078431373,0.4444444444,0,0,0.0031,0,0,0,0,324.0151,0,-1,101909.1698,1,102790.0106,-1,101983.2002
35,2021-09-11,Giants,Cubs,0.6124,0.3876,0.61,0.39,170,-200,0.3703703704,0.6666666667,0.002736470588,0,0.003117647059,0,0.002927058824,0,278.8709812,320.4629412,298.51024,0,101630.129,0,102469.5371,0,101684.4898
36,2021-09-11,Blue Jays,Orioles,0.685,0.315,0.66,0.34,195,-250,0.3389830508,0.7142857143,0,0,0.0001538461538,0,0,0,0,15.81384615,0,-1,101630.129,0,102453.7232,-1,101684.4898
37,2021-09-11,Blue Jays,Orioles,0.685,0.315,0.6,0.4,195,-250,0.3389830508,0.7142857143,0,0,0.009230769231,0,0,0,0,948.8307692,0,-1,101630.129,0,101504.8924,-1,101684.4898
38,2021-09-11,Rockies,Phillies,0.3498,0.6502,0.36,0.64,-225,180,0.6923076923,0.3571428571,0,0,0,0.0004444444444,0,0,0,45.68444444,0,-1,101630.129,0,101459.208,-1,101684.4898
39,2021-09-11,Brewers,Indians,0.6572,0.3428,0.57,0.43,165,-200,0.3773584906,0.6666666667,0,0,0.008454545455,0,0,0,0,869.0427273,0,-1,101630.129,0,100590.1653,-1,101684.4898
40,2021-09-11,Royals,Twins,0.4933,0.5067,0.42,0.58,-135,110,0.5744680851,0.4761904762,0,0.003266363636,0.0013,0,0,0,332.8718518,133.627,0,0,101297.2572,1,100689.1482,-1,101684.4898
41,2021-09-11,Red Sox,White Sox,0.4654,0.5346,0.46,0.54,-175,145,0.6363636364,0.4081632653,0,0.009671034483,0,0.00875862069,0,0.009214827586,985.5654531,900.2986207,939.7557617,1,102726.3271,1,101994.5812,1,103047.1356
42,2021-09-11,Reds,Cardinals,0.5211,0.4789,0.49,0.51,100,-120,0.5,0.5454545455,0,0,0.002,0,0,0,0,205.58,0,-1,102726.3271,1,102200.1612,-1,103047.1356
43,2021-09-11,Yankees,Mets,0.5115,0.4885,0.51,0.49,105,-130,0.487804878,0.5652173913,0.0001357142857,0,0.0004285714286,0,0.0002821428571,0,13.83050714,44.05285714,28.773775,0,102712.4966,0,102156.1084,0,103018.3618
44,2021-09-11,Padres,Dodgers,0.364,0.636,0.32,0.68,-225,180,0.6923076923,0.3571428571,0,0.001066666667,0,0,0,0,108.7029333,0,0,0,102603.7936,-1,102156.1084,-1,103018.3618
45,2021-09-12,Blue Jays,Orioles,0.633,0.367,0.63,0.37,180,-225,0.3571428571,0.6923076923,0.001533333333,0,0.002,0,0.001766666667,0,157.3246,204.312,181.9984667,0,102446.6754,0,101951.688,0,102836.0015
46,2021-09-12,Rockies,Phillies,0.2783,0.7217,0.35,0.65,-275,230,0.7333333333,0.303030303,0,0,0,0.006739130435,0,0,0,688.4426087,0,-1,102446.6754,1,103535.106,-1,102836.0015
47,2021-09-12,Brewers,Indians,0.5777,0.4223,0.49,0.51,100,-120,0.5,0.5454545455,0,0.007094,0.002,0,0,0,727.865682,204.312,0,1,103053.2301,0,103330.794,-1,102836.0015
48,2021-09-12,Marlins,Braves,0.3095,0.6905,0.32,0.68,-275,220,0.7333333333,0.3125,0,0,0,0.001090909091,0,0,0,111.4429091,0,-1,103053.2301,0,103219.3511,-1,102836.0015
49,2021-09-12,Red Sox,White Sox,0.4792,0.5208,0.4,0.6,-160,135,0.6153846154,0.4255319149,0,0.009342222222,0,0,0,0,958.5400267,0,0,0,102094.6901,-1,103219.3511,-1,102836.0015
50,2021-09-12,Angels,Astros,0.2718,0.7282,0.36,0.64,-275,220,0.7333333333,0.3125,0,0,0,0.006909090909,0,0,0,705.8050909,0,-1,102094.6901,0,102513.546,-1,102836.0015
51,2021-09-12,Royals,Twins,0.437,0.563,0.38,0.62,-160,135,0.6153846154,0.4255319149,0,0.001996296296,0.0012,0,0,0,204.8259889,122.5872,0,1,102371.2052,0,102390.9588,-1,102836.0015
52,2021-09-12,Giants,Cubs,0.5973,0.4027,0.6,0.4,185,-225,0.350877193,0.6923076923,0.007983513514,0,0.007567567568,0,0.007775540541,0,819.132437,773.0724324,801.0206354,0,101552.0728,0,101617.8864,0,102034.9809
53,2021-09-12,Rangers,Athletics,0.4037,0.5963,0.37,0.63,-200,170,0.6666666667,0.3703703704,0,0.005293529412,0,0,0,0,543.1319982,0,0,1,102475.3972,-1,101617.8864,-1,102034.9809
54,2021-09-12,Diamondbacks,Mariners,0.3595,0.6405,0.4,0.6,-190,155,0.6551724138,0.3921568627,0,0,0,0.001290322581,0,0,0,131.8141935,0,-1,102475.3972,1,101822.1984,-1,102034.9809
55,2021-09-12,Padres,Dodgers,0.3622,0.6378,0.35,0.65,-160,135,0.6153846154,0.4255319149,0.005828,0,0.009,0,0.007414,0,597.970284,919.404,763.775452,1,102849.1286,1,102396.8259,1,102512.3406
56,2021-09-13,Twins,Yankees,0.3953,0.6047,0.39,0.61,-190,155,0.6551724138,0.3921568627,0,0.0005170967742,0,0,0,0,53.18288613,0,0,0,102795.8171,-1,102397,-1,102512
57,2021-09-13,Marlins,Nationals,0.5701,0.4299,0.5,0.5,-115,-105,0.5348837209,0.512195122,0,0.0118705,0,0,0,0,1220.869054,0,0,1,103958.5495,-1,102397,-1,102512
58,2021-09-13,Rays,Blue Jays,0.4718,0.5282,0.49,0.51,-135,110,0.5744680851,0.4761904762,0,0,0,0.002636363636,0,0,0,269.9557273,0,-1,103958.5495,0,102127.0443,-1,102512
59,2021-09-13,Cardinals,Mets,0.5116,0.4884,0.48,0.52,-105,-115,0.512195122,0.5348837209,0,0,0.0016,0,0,0,0,163.8352,0,-1,103958.5495,0,101963.2091,-1,102512
60,2021-09-13,Astros,Rangers,0.6039,0.3961,0.62,0.38,170,-200,0.3703703704,0.6666666667,0.004086470588,0,0.001529411765,0,0.002807941176,0,420.2894135,156.6071765,287.8476659,0,103538.2601,0,101806.6019,0,102224.1523
61,2021-09-13,Padres,Giants,0.5175,0.4825,0.48,0.52,-115,-105,0.5348837209,0.512195122,0,0.0010875,0,0,0,0,111.8482875,0,0,0,103426.4118,-1,101806.6019,-1,102224.1523
62,2021-09-13,Red Sox,Mariners,0.5655,0.4345,0.5,0.5,105,-125,0.487804878,0.5555555556,0,0.0022375,0.002380952381,0,0,0,230.1246375,243.802381,0,0,103196.2872,1,102062.5944,-1,102224.1523
63,2021-09-14,Cleveland Indians,Minnesota Twins,0.4329,0.5671,0.5,0.5,-135,110,0.5744680851,0.4761904762,0,0,0,0.004545454545,0,0,0,463.9227273,0,-1,103196,1,102573.315,-1,102224
64,2021-09-14,Milwaukee Brewers,Detroit Tigers,0.6726,0.3274,0.59,0.41,170,-200,0.3703703704,0.6666666667,0,0.00178,0.006294117647,0,0,0,183.68888,642.3965294,0,0,103012.3111,1,103665.3891,-1,102224
65,2021-09-14,New York Yankees,Baltimore Orioles,0.7249,0.2751,0.71,0.29,260,-350,0.2777777778,0.7777777778,0,0,0.001692307692,0,0,0,0,172.722,0,-1,103012.3111,0,103492.6671,-1,102224
66,2021-09-14,Chicago Cubs,Philadelphia Phillies,0.3192,0.6808,0.4,0.6,-200,165,0.6666666667,0.3773584906,0.00424,0,0,0.003636363636,0,0,437.55104,371.1381818,0,0,102574.7601,1,104105.0451,-1,102224
67,2021-09-14,Tampa Bay Rays,Toronto Blue Jays,0.4552,0.5448,0.48,0.52,-140,115,0.5833333333,0.4651162791,0,0,0,0.002782608696,0,0,0,284.0013913,0,-1,102574.7601,1,104431.6467,-1,102224
68,2021-09-14,Colorado Rockies,Atlanta Braves,0.4372,0.5628,0.41,0.59,-175,145,0.6363636364,0.4081632653,0,0.004906206897,0,0.0003103448276,0,0.002608275862,506.3009269,31.67472414,266.6283917,1,103308.8964,1,104477.5751,1,102610.6112
69,2021-09-14,Oakland Athletics,Kansas City Royals,0.5656,0.4344,0.6,0.4,145,-175,0.4081632653,0.6363636364,0.004433103448,0,0,0,0,0,457.4785434,0,0,1,103972.2403,-1,104477.5751,-1,102610.6112
70,2021-09-14,San Diego Padres,San Francisco Giants,0.4171,0.5829,0.35,0.65,-160,135,0.6153846154,0.4255319149,0,0,0.009,0,0,0,0,918.567,0,-1,103972.2403,1,105051.6794,-1,102610.6112
71,2021-09-14,Boston Red Sox,Seattle Mariners,0.5935,0.4065,0.53,0.47,120,-145,0.4545454545,0.5918367347,0,0.0004075,0.002833333333,0,0,0,42.05237,289.1785,0,1,104001.2419,0,104762.5009,-1,102610.6112
72,2021-09-14,Arizona Diamondbacks,Los Angeles Dodgers,0.2775,0.7225,0.28,0.72,-250,195,0.7142857143,0.3389830508,0.002875,0,0.002,0,0.0024375,0,296.6885,204.126,249.171,1,104119.9173,1,104844.1513,1,102710.2796
73,2021-09-15,Miami Marlins,Washington Nationals,0.5457,0.4543,0.5,0.5,105,-130,0.487804878,0.5652173913,0,0,0.002380952381,0,0,0,0,249.6285714,0,-1,104120,0,104594.3714,-1,102710
74,2021-09-15,Milwaukee Brewers,Detroit Tigers,0.6945,0.3055,0.63,0.37,200,-250,0.3333333333,0.7142857143,0,0,0.0055,0,0,0,0,576.642,0,-1,104120,1,105747.6554,-1,102710
75,2021-09-15,Tampa Bay Rays,Toronto Blue Jays,0.3999,0.6001,0.44,0.56,-175,145,0.6363636364,0.4081632653,0,0,0,0.005379310345,0,0,0,563.9884138,0,-1,104120,0,105183.667,-1,102710
76,2021-09-15,Boston Red Sox,Seattle Mariners,0.5172,0.4828,0.5,0.5,105,-130,0.487804878,0.5652173913,0,0,0.002380952381,0,0,0,0,249.6285714,0,-1,104120,0,104934.0384,-1,102710
77,2021-09-15,Cincinnati Reds,Pittsburgh Pirates,0.5088,0.4912,0.57,0.43,115,-140,0.4651162791,0.5833333333,0.004876521739,0,0,0,0,0,507.7434435,0,0,1,104703.905,-1,104934.0384,-1,102710
78,2021-09-15,New York Yankees,Baltimore Orioles,0.597,0.403,0.58,0.42,150,-185,0.4,0.649122807,0.0005,0,0.003333333333,0,0.001916666667,0,52.06,349.48,196.8608333,0,104651.845,0,104584.5584,0,102513.1392
79,2021-09-15,Chicago Cubs,Philadelphia Phillies,0.3295,0.6705,0.45,0.55,-200,165,0.6666666667,0.3773584906,0.00115,0,0,0.01166666667,0,0,119.738,1223.18,0,1,104711.714,0,103361.3784,-1,102513.1392
80,2021-09-15,St. Louis Cardinals,New York Mets,0.3897,0.6103,0.43,0.57,-165,140,0.6226415094,0.4166666667,0,0,0,0.002285714286,0,0,0,239.6434286,0,-1,104711.714,1,103696.8792,-1,102513.1392
81,2021-09-15,Colorado Rockies,Atlanta Braves,0.4083,0.5917,0.38,0.62,-190,155,0.6551724138,0.3921568627,0,0.002655806452,0,0,0,0,276.5225677,0,0,1,105140.3239,-1,103696.8792,-1,102513.1392
82,2021-09-15,Cleveland Indians,Minnesota Twins,0.4668,0.5332,0.52,0.48,-110,-110,0.5238095238,0.5238095238,0.001972,0,0,0,0,0,205.32464,0,0,0,104934.9993,-1,103696.8792,-1,102513.1392
83,2021-09-15,Houston Astros,Texas Rangers,0.6249,0.3751,0.65,0.35,180,-225,0.3571428571,0.6923076923,0.002793333333,0,0,0,0,0,290.8418667,0,0,0,104644.1574,-1,103696.8792,-1,102513.1392
